School,School,State,join_id,operation_dates,religions_identified,tribes_identified,DOI deceased,WP deceased,DOI burial sites,WP burial sites,other_names,Latitude,Longitude,Verified
Rock Point Boarding and Day School,Rock Point Boarding and Day School,AZ,41,,,"Navajo, Navaho, Dine",0,0,,,Tsé Nitsaa Deez’áhí Diné Bi’ólta'; Rock Point Community School*,36.717228,-109.620321,TRUE
Teec Nos Pos Boarding School,Teec Nos Pos Boarding School,AZ,42,1933 - Open,,"Navajo, Navaho, Dine",0,0,,,Teecnospos; Teec Nos Pos Day School; T'iis Nazbas Community School*,36.903076,-109.107868,TRUE
Toyei Boarding School,Toyei Boarding School,AZ,43,1963 - 1985,,"Navajo, Navaho, Dine",0,0,,,Toyei Navajo School; Greasewood/Toyei Consolidated Boarding School,35.704589,-109.937013,TRUE
Wide Ruins Boarding School,Wide Ruins Boarding School,AZ,44,,,"Navajo, Navaho, Dine",0,0,,,Kinteel Olta'; Wide Ruins Community School*,35.418719,-109.4971776,TRUE
Dilcon Boarding School,Dilcon Boarding School,AZ,45,1953 - Open,,"Navajo, Navaho, Dine",0,0,,,Dilcon Community School*,35.37074608,-110.3297825,TRUE
Low Mountain Boarding School,Low Mountain Boarding School,AZ,49,1953 - 2007,,"Navajo, Navaho, Dine",0,0,,,Low Mountain Boarding School; Low Mountain Day School,35.94107156,-110.1119573,TRUE
Marsh Pass School,Marsh Pass School,AZ,50,1913 - 1930,,"Navajo, Navaho, Dine",0,0,,,"Marsh Pass Indian Boarding School; Kayenta Tuberculosis Sanatorium; Kayenta TB
Sanatorium; Kayenta Sanatorium",36.70705556,-110.2678889,FALSE
Pinon Boarding School,Pinon Boarding School,AZ,51,1935 - Open,,"Navajo, Navaho, Dine",0,0,,,Pinon Dormitory; Pinon Day School; Pinon Community School,36.1014555,-110.2235481,TRUE
Rocky Ridge Boarding School,Rocky Ridge Boarding School,AZ,52,1968 - Open,,"Navajo, Navaho, Dine",0,0,,,Rocky Ridge Day and Boarding School,36.0719342,-110.5927087,TRUE
Seba Dalkai Boarding School,Seba Dalkai Boarding School,AZ,53,1935 - Open,,"Navajo, Navaho, Dine",0,0,,,Seba Dalkai Day School; Seba Dalkai School,35.49988929,-110.448209,TRUE
Shonto Boarding School,Shonto Boarding School,AZ,54,1933 - Open,,"Navajo, Navaho, Dine",0,0,,,Shonto Indian School; Shonto Day School; Shonto Preparatory School*,36.59161111,-110.6495833,FALSE
Blue Canyon School,Blue Canyon School,AZ,56,1899 - 1901,,"Hopi, Moqui Pueblo; Navajo, Navaho, Dine; Paiute, Pi-Ute",0,0,,,"Blue Canyon Boarding and Day School; Blue Canon; Western Navajo or Navaho Training
School; Western Navajo or Navaho Boarding School; Western Navajo or Navaho Industrial
School",36.1544866,-110.8901886,PARTIAL
Havasupai Boarding and Day School,Havasupai Boarding and Day School,AZ,57,1900 - Open,,"Havasupai, Yava Supai",0,0,,,Havasupai Indian School; Havasupai Elementary School*,36.236929,-112.688974,FALSE
Kaibeto Boarding School,Kaibeto Boarding School,AZ,58,1935 - Open,,"Navajo, Navaho, Dine",0,0,,,Kaibeto Day School,36.58081,-111.093421,TRUE
Tolani Lake School,Tolani Lake School,AZ,60,1940 - 1963,,"Navajo, Navaho, Dine",0,0,,,,35.434156,-110.842879,TRUE
"Navajo Mountain Boarding and Day School, AZ","Navajo Mountain Boarding and Day School, AZ",AZ,63,1935 - Open,,"Navajo, Navaho, Dine",0,0,,,Navajo Mountain Community School; NaaTsis' Aan Community School*,37.06217638,-110.7791423,TRUE
Nazlini Boarding School,Nazlini Boarding School,AZ,64,1952 - Open,,"Navajo, Navaho, Dine",0,0,,,"Nazlini Community School, Inc.",35.89638409,-109.4518209,TRUE
Rough Rock Demonstration School,Rough Rock Demonstration School,AZ,65,1935 - Open,,"Navajo, Navaho, Dine",0,0,,,Rough Rock Day School; Rough Rock Community School*,36.4065256,-109.861093,TRUE
Steamboat Canyon Boarding and Day School,Steamboat Canyon Boarding and Day School,AZ,66,1935 - 1965,,"Navajo, Navaho, Dine",0,0,,,,35.748717,-109.851353,TRUE
Dwight Presbyterian Mission School,Dwight Presbyterian Mission School,AR,76,1822 - 1829,American Board of Commissioners for Foreign Missions (ABCFM),Cherokee,0,0,,,Dwight Mission,35.318889,-93.186667,TRUE
St. Boniface Indian School,St. Boniface Indian School,CA,79,1890 - 1974,Catholic,Morongo Band of Mission Indians,0,0,1 onsite,,St. Boniface Industrial School; Saint Boniface Mission Boarding School; Banning School,33.938846,-116.888873,TRUE
Middletown Training School,Middletown Training School,CA,80,1885 - 1887,,Tule River,0,0,,,,38.75113889,-122.6319444,FALSE
St. Turibius Mission Boarding and Day School,St. Turibius Mission Boarding and Day School,CA,81,1888 - 1905,Catholic,Pomo,0,0,,,Kelseyville School; St. Turbius Boarding School,39.02099712,-122.9059127,PARTIAL
Anaheim Boarding School,Anaheim Boarding School,CA,82,1885 - 1885,,"Mission Indians, California",0,0,,,,33.82430556,-117.8717778,FALSE
Round Valley Boarding School,Round Valley Boarding School,CA,87,1860 - 1924,,"Concow, Round Valley; Little Lake; Pit River; Redwood Valley, Pomo; Round Valley; Wailaki, Round Valley; Yukiah, Yuki, Ukiah",0,0,1 offsite,,,39.814159,-123.24846,TRUE
St. Anthony's Industrial School for Indians,St. Anthony's Industrial School for Indians,CA,88,1886 - 1908,Catholic,Kumeyaay; Luiseno,0,0,,,"San Diego Industrial Training School; San Diego Industrial Boarding School; St. Anthony's
School at Mission de Alcalá; St. Anthony's School at Old Town",32.75351273618977 ; 32.784636,-117.19604061848003 ; -117.106503,TRUE
Good Shepherd Industrial School,Good Shepherd Industrial School,WI,91,1878 - 1978,Catholic,Chippewa,2,0,,,House of the Good Shepherd,39.64927,-105.085531,TRUE
St. Augustine School for Apache Children at Fort Marian,St. Augustine School for Apache Children at Fort Marian,FL,94,1886 - 1887,,"Apache; Plains Indian Tribes; Seminole, Florida",0,0,"1 offsite, 1 onsite",,St. Augustine Day School; Fort Marion; Castillo de San Marcos,29.8979432,-81.3115794,TRUE
High Tower Mission School,High Tower Mission School,GA,95,1823 - 1834,American Board of Commissioners for Foreign Missions (ABCFM),Cherokee,0,0,,,Etowah Mission School; Etonee School,34.124704,-84.783913,PARTIAL
Spring Place Mission School,Spring Place Mission School,GA,96,1801 - 1834,United Brethren in Christ,Cherokee,0,0,1 onsite,,Springplace Morovian Mission School; Spring-place,34.76111888,-84.81632485,TRUE
Hilo Boarding School,Hilo Boarding School,HI,102,1836 - 1972,American Board of Commissioners for Foreign Missions (ABCFM); Congregational Church,Native Hawaiian,0,0,1 offsite,,,19.71973514,-155.0923656,TRUE
Kamehameha Schools,Kamehameha Schools,HI,104,1887 - Open,Protestant,Native Hawaiian,0,0,,,Bishop School,21.33311935,-157.870484,TRUE
Lahainaluna Seminary,Lahainaluna Seminary,HI,105,1831 - Open,Protestant American Board of Missions,Native Hawaiian,0,0,1 onsite,,Lahainaluna High School; Lahainaluna Trade School,20.88783342,-156.660048,TRUE
Mauna Loa Forestry Camp School,Mauna Loa Forestry Camp School,HI,106,1952 -1953,,Native Hawaiian,0,0,,,,19.583,-155.335,TRUE
Molokai Forestry Camp School,Molokai Forestry Camp School,HI,107,1953 - 1967,,Native Hawaiian,0,0,,,,21.14205556,-157.01725,FALSE
Mary Immaculate School at the Mission of the Sacred Heart of DeSmet,Mary Immaculate School at the Mission of the Sacred Heart of DeSmet,ID,112,1878 - 1974,Catholic; Jesuit; Sisters of Providence,Coeur D'Alene,0,0,,1 onsite,"Sisters Building; DeSmet, De Smet Industrial Boys School",47.145919,-116.914403,TRUE
Homewood Boarding School,Homewood Boarding School,IL,114,1883 - 1888,Episcopal,White Earth Band Chippewa,0,0,,,Jubilee College,40.817941,-89.778642,TRUE
St. Joseph's Indian Normal School,St. Joseph's Indian Normal School,IN,116,1888 - 1896,Catholic,Sioux,0,0,,,St. Joseph's College,40.92127778,-87.15133333,TRUE
White's Manual Labor Institute - Iowa,White's Manual Labor Institute - Iowa,IA,119,1851 - 1929,Quaker,"Cheyenne; Ho-Chunk, Winnebago; Kaw, Kansa, Kanza, Kanzas, Kansas; Omaha; Osage; Potawatomi, Potawatomie, Pottawatomie, Potowatomi; Sac and Fox",0,0,,,"Iowa Boys Training School; Iowa Girls Training School; Indian Boarding School and Home
for Boys and Girls",40.77057688,-91.62343887,TRUE
Iowa and Sac and Fox of Missouri Boarding,Iowa and Sac and Fox of Missouri Boarding,KS,122,1871 - 1873,,"Iowa, Ioway, Bah-Kho-Je, Baxoje; Sac and Fox of Missouri in Kansas and Nebraska",0,0,,,"Great Nemaha Boarding and Day School; Great Nemaha Industrial Orphan's Home; Great
Nemaha Indian School",,,
Halstead Mennonite Mission Boarding School,Halstead Mennonite Mission Boarding School,KS,125,1880- 1898,Mennonite,"Arapaho, Arapahoe; Cheyenne",0,0,,,"Halstead Seminary; Halstead Indian Industrial School; Mennonite Orphan Home; Halstead
Fortbildungs-Schule",37.995066,-97.485409,TRUE
American Indian Institute,American Indian Institute,KS,127,1915 - 1939,Presbyterian,"Cherokee; Chippewa; Choctaw; Comanche; Creek, Muscogee, Mvskoke; Delaware, Lenni Lenape; Ho-Chunk, Winnebago; Kickapoo, Kiikaapoa, Kiikaapoi; Kiowa; Navajo, Navaho, Dine; Omaha; Oneida; Ponca; Potawatomi, Potawatomie, Pottawatomie, Potowatomi; Shawnee; Sioux; Wyandot, Wyandotte; Yakama, Yakima; Yuchi, Euchee",0,0,,,Roe Indian Institute,37.72327283,-97.29250128,TRUE
Kaw Methodist Mission School,Kaw Methodist Mission School,KS,129,1851 - 1854,Methodist,"Kaw, Kansa, Kanza, Kanzas, Kansas",0,0,,,Kaw Manual Labor School,38.6659378,-96.49394334,TRUE
Pottawatomie Boarding School,Pottawatomie Boarding School,KS,131,1866 - 1908,Religious Society of Friends,"Potawatomi, Potawatomie, Pottawatomie, Potowatomi; Prairie Band Potawatomi",0,0,,,Potawatomi Boarding School,39.24827778,-95.71330556,FALSE
Pottawatomie Mission Boarding School,Pottawatomie Mission Boarding School,KS,132,1839 - 1873,Baptist; Southern Baptist Convention,"Potawatomi, Potawatomie, Pottawatomie, Potowatomi",0,0,,,Potawatomi Baptist Manual Labor School; Pottawatomie Training School; Baptist Mission,39.0564222,-95.77283508,TRUE
Shawnee Methodist Mission and Indian Manual Labor School,Shawnee Methodist Mission and Indian Manual Labor School,KS,133,1839 - 1839,Methodist; Methodist Episcopal,"Delaware, Lenni Lenape; Shawnee",0,0,,,Ft. Leavenworth School; Shawnee Indian Mission State Historic Site,39.11366667,-94.61916667,FALSE
St. Mary's Mission and School,St. Mary's Mission and School,KS,134,1847 - 1967,Catholic; Jesuit; Sisters of the Sacred Heart,"Osage; Potawatomi, Potawatomie, Pottawatomie, Potowatomi",0,0,,,"St. Mary's College; Immaculate Conception Church; Potawatomi Catholic Manual Labor
School; St. Mary's Mission School at Red Lake",39.192159,-96.06064,TRUE
Baraga Chippewa Boarding and Day School,Baraga Chippewa Boarding and Day School,MI,137,1884 - 1931,Catholic,"Bay Mills, Chippewa; Chippewa; Ottawa, Odawa, Odaawaa",0,0,,,Chippewa Mission; Holy Name Boarding and Day School,46.80955427,-88.47564547,PARTIAL
Catholic Otchippewa Boarding School,Catholic Otchippewa Boarding School,MI,138,1883 - 1888,Catholic,"Lac Vieux Desert Band, Lake Superior Chippewa; L'Anse, Ontonagon, Keweenaw Bay, Lake Superior Chippewa, Michigan",0,0,,,Otchippewa Day and Orphan Boarding,42.11908333,-85.63413889,FALSE
Mackinac Mission School,Mackinac Mission School,MI,139,1823 1849,American Board of Commissioners for Foreign Missions (ABCFM); Catholic; Presbyterian,"Chippewa; Ottawa, Odawa, Odaawaa",0,0,,,"Mission House; Michilimackic or Michillimackinac School; Mackinaw Mission School for
Native American and Metis Children",45.85103676,-84.60747294,TRUE
Ah-Gwah-Ching Sanatorium and School,Ah-Gwah-Ching Sanatorium and School,MN,142,1907 - 1962,,Chippewa,0,0,1 offsite,,USPHS Minnesota State Indian Sanatorium; Minnesota Sanatorium for Consumptives,47.07054088,-94.57163562,TRUE
Bena Boarding School,Bena Boarding School,MN,143,1901 - 1911,,Chippewa,0,0,,,,47.34094444,-94.20455556,FALSE
Cass Lake Boarding School,Cass Lake Boarding School,MN,144,1889 - 1921,,"Chippewa; Leech Lake Band Chippewa, Minnesota",0,0,,,,47.4544749,-94.6073119,TRUE
Pine Point Boarding and Day School,Pine Point Boarding and Day School,MN,146,1889 - 1936,,Chippewa,0,0,,,Pine Point Experimental School,46.97848084,-95.38057503,TRUE
St. Benedict's at White Earth Mission,St. Benedict's at White Earth Mission,MN,147,1885 - 1945,Catholic; Order of Saint Benedict,"Chippewa; Fond du Lac Band Chippewa, Minnesota; White Earth Band Chippewa",0,0,,,"White Earth Mission Boarding School; St. Benedict's Mission Boarding School; St. Benedicts
Orphan School","47.097146045910044,",-95.84393563,TRUE
Convent of Our Lady of the Lake,Convent of Our Lady of the Lake,MN,149,1885 - 1896,Catholic,Sisseton Wahpeton Oyate Sioux,0,0,,,Graceville School,,,
Nett Lake Boarding and Day School,Nett Lake Boarding and Day School,MN,151,1907 - 1931,,"Bois Forte Band Chippewa, Nett Lake, Minnesota; Fond du Lac Band Chippewa, Minnesota",0,0,,,,48.11058333,-93.09313889,FALSE
St. Benedict's Academy at Saint Joseph,St. Benedict's Academy at Saint Joseph,MN,153,1884 - Open,Order of Saint Benedict,Chippewa,0,0,,,Saint Benedict's Monastery; St. Benedict Mission and School; College of Saint Benedict*,45.563076,-94.318749,TRUE
Mary's Mission Boarding and Day,Mary's Mission Boarding and Day,MN,156,1891 - 1940,Order of Saint Benedict,"Fond du Lac Band Chippewa, Minnesota",0,0,,,Red Lake Mission Boarding School,47.87424245,-95.03065047,TRUE
Cross Lake Indian Residential School,Cross Lake Indian Residential School,MN,159,1901 - 1936,Catholic,"Chippewa; Oneida; Red Cliff Band, Lake Superior Chippewa, Wisconsin; Red Lake Band of Chippewa, Minnesota",0,0,,,Ponemah Boarding School; Crosslake Boarding School,,,
Rice River Boarding and Day School,Rice River Boarding and Day School,MN,162,1884 - 1915,,Chippewa,0,0,,,Rice River Boarding and Day School,47.333208,-95.810088,TRUE
Bethel Mission School,Bethel Mission School,MS,163,1822 - 1830,American Board of Commissioners for Foreign Missions (ABCFM),Choctaw,0,0,1 onsite,,French camps,33.23609981,-89.4398442,TRUE
Choctaw Central Indian School,Choctaw Central Indian School,MS,165,1963 - Open,,Mississippi Band of Choctaw,0,0,,,Choctaw Central Middle and High School*,32.82927778,-89.13127778,FALSE
Eliot School,Eliot School,MS,166,1818 - 1834,American Board of Commissioners for Foreign Missions (ABCFM),Choctaw,0,0,,,"Elliot, Elliott, or Eliott Mission School",33.73938889,-89.96961111,FALSE
Emmaus Mission School,Emmaus Mission School,MS,167,1823 - 1834,American Board of Commissioners for Foreign Missions (ABCFM),Choctaw,0,0,1 onsite,,Emmaus Station School,31.92695489,-88.49213748,TRUE
Martyn Mission School,Martyn Mission School,MS,168,1821 - 1834,American Board of Commissioners for Foreign Missions (ABCFM); Synod of South Carolina and Georgia,"Chickasaw, Chikashsha",0,0,1 onsite,,,34.73555477,-89.54267945,TRUE
Mayhew School,Mayhew School,MS,169,1822 - 1834,American Board of Commissioners for Foreign Missions (ABCFM),Choctaw,0,0,1 onsite,,Mayhew Mission School; Mayhew Station School,33.54650001,-88.68512418,TRUE
St. Regis Seminary,St. Regis Seminary,MO,171,1823 - 1971,Catholic; Society of Jesuits,"Iowa, Ioway, Bah-Kho-Je, Baxoje; Sac and Fox of Missouri in Kansas and Nebraska; Sac, Sauk",0,0,,,St. Ferdinand de Florissant; Florissant Mission School; St. Stanislaus Seminary,38.801372,-90.364803,TRUE
Pryor Creek Boarding School,Pryor Creek Boarding School,MT,176,1903 - 1920,,"Crow, Absaroka",0,0,,,Boarding School,45.4145979,-108.5578566,TRUE
Wolf Point Mission Boarding and Day,Wolf Point Mission Boarding and Day,MT,185,1900 - 1928,Presbyterian,"Assiniboine; Flandreau Santee Sioux; Yankton Sioux, Yanktonai",0,0,,,,48.079,-105.645,TRUE
Montana Industrial School for Indians,Montana Industrial School for Indians,MT,187,1886 - 1897,Unitarian,"Crow, Absaroka",0,0,,,Bond's Mission School,46.1285854,-107.5498366,TRUE
Iowa Industrial School,Iowa Industrial School,NE,193,1874 - 1901,,"Iowa, Ioway, Bah-Kho-Je, Baxoje; Sac and Fox; Sac and Fox of Missouri in Kansas and Nebraska",0,0,,,"Sac and Fox and Iowa Boarding School; Orphans Industrial Home; Iowa Industrial Home;
Great Nemaha School; Iowa Day School",40.01072222,-95.36966667,FALSE
Omaha Mission Boarding,Omaha Mission Boarding,NE,195,1886 - 1894,Presbyterian,Omaha,0,0,,,,42.165168,-96.345668,TRUE
Silver Ridge Seminary,Silver Ridge Seminary,NE,197,1874 - 1886,Presbyterian,Santee Sioux,0,0,,,,42.56719444,-96.81875,FALSE
Winnebago Boarding School,Winnebago Boarding School,NE,198,1874 - 1920,Dutch Reformed Church,"Ho-Chunk, Winnebago, Nebraska",0,0,,,Winnebago Industrial Boarding School,42.24464721,-96.44900619,TRUE
Cheechilgeetho Boarding School,Cheechilgeetho Boarding School,NM,205,1935 - Open,,"Navajo, Navaho, Dine",0,0,,,"Cheechilgeetho Day School; Chi Chil Tah Community School; Chichiltah-Jones Ranch
Community School; Chi chil tah/Jones Ranch Community School*",35.247527,-108.905381,TRUE
Chuska Boarding School,Chuska Boarding School,NM,206,1965 - Open,,"Navajo, Navaho, Dine",0,0,,,"Choshgai Boarding School; Ch'ooshgai (Chuska) Community School; Chuska/Tohatchi
Consolidated School; Ch'ooshgai Community School*",35.848623,-108.745013,TRUE
Coyote Canyon Boarding and Day School,Coyote Canyon Boarding and Day School,NM,207,1935 - 1967,,"Navajo, Navaho, Dine",0,0,,,,35.775772,-108.621121,TRUE
Iyanbito Boarding School,Iyanbito Boarding School,NM,209,1935 - 1970,,"Navajo, Navaho, Dine",0,0,,,Iyanbito Day School,35.524608,-108.476101,TRUE
Mexican Springs Boarding School,Mexican Springs Boarding School,NM,211,1935 - 1963,,"Navajo, Navaho, Dine",0,0,,,Mexican Springs Day School; Mexican Springs Dormitory,35.790521,-108.825241,TRUE
Naschitti Boarding School,Naschitti Boarding School,NM,212,1935 - Open,,"Navajo, Navaho, Dine",0,0,,,Day School; Naschiti Dormitory; Naschitti Elementary School*,36.06422401,-108.6851859,TRUE
Pinedale Boarding School,Pinedale Boarding School,NM,213,1917 - 1975,,"Navajo, Navaho, Dine",0,0,,,Pinedale School; Pinedale Day School,35.604533,-108.446982,TRUE
Standing Rock Boarding School,Standing Rock Boarding School,NM,215,1935 - Open,,"Navajo, Navaho, Dine",0,0,,,Standing Rock Community School; Tse'ii'ahi' Community School*,35.803261,-108.361593,TRUE
Thoreau Boarding School,Thoreau Boarding School,NM,216,1934 - 2006,,"Navajo, Navaho, Dine",0,0,,,,35.405011,-108.222178,TRUE
Twin Lakes Boarding School,Twin Lakes Boarding School,NM,218,1936 - Open,,"Navajo, Navaho, Dine",0,0,,,Twin Lakes Elementary School*,35.71416095,-108.7681698,TRUE
Beclabito Boarding School,Beclabito Boarding School,NM,221,1935 - Open,,"Navajo, Navaho, Dine",0,0,,,Beclabito Day School*,36.84155707,-109.0211638,TRUE
Crystal Boarding School,Crystal Boarding School,NM,222,1933 - Open,,"Navajo, Navaho, Dine",0,0,,,,36.0461867,-108.9610259,TRUE
Dzilth-Na-O-Dith-Hle Community School,Dzilth-Na-O-Dith-Hle Community School,NM,223,1968 - Open,,"Navajo, Navaho, Dine",0,0,,,Dzilth-Na-O-Dith-Hle Community Grant School*,36.39166254,-107.8392645,TRUE
Huerfano Dormitory,Huerfano Dormitory,NM,224,1935 - Open,,"Navajo, Navaho, Dine",0,0,,,"Huerfano Dormitory Day School; Huerfano Day School; Huerfano Boarding School; Hanáádli
Community School and Dormitory, Inc.*",36.44896668,-108.0060504,TRUE
Lake Valley Navajo School,Lake Valley Navajo School,NM,225,1935 - Open,,"Cherokee; Navajo, Navaho, Dine",0,0,,,Lake Valley,36.090109,-108.156407,TRUE
Nava Boarding and Day School,Nava Boarding and Day School,NM,226,1929 - 1955,,"Navajo, Navaho, Dine",0,0,,,Nava Day,36.281725,-108.708772,TRUE
Navajo Jewett Mission School,Navajo Jewett Mission School,NM,227,1899 - 1915,Presbyterian,"Navajo, Navaho, Dine",0,0,,,"Navajo Methodist Mission School; Navajo Presbyterian Mission School; Liberty (Jewett);
Liberty Indians Boarding School; Navaho Mission School",36.750786,-108.52291,TRUE
Nenahnezad Boarding School,Nenahnezad Boarding School,NM,228,1937 - Open,,"Navajo, Navaho, Dine",0,0,,,"Nenah-Nezad School; Nenannezed School; Fruitland Day School; Nenahnezad Community
School*",36.731967,-108.407962,TRUE
Sanostee Boarding School,Sanostee Boarding School,NM,230,1933 - Open,,"Navajo, Navaho, Dine",0,0,,,Saynostee Day School; Sanostee Day School*,36.424858,-108.874422,TRUE
Shiprock Indian Boarding School,Shiprock Indian Boarding School,NM,231,1905 - 1989,,"Navajo, Navaho, Dine",0,0,,,Shiprock Agricultural School; Shiprock Agricultural High School; Shiprock Farm Training Enterprise,36.805337,-108.69556,TRUE
Institute of American Indian Arts,Institute of American Indian Arts,NM,233,1962 - Open,,"Navajo, Navaho, Dine",0,0,,,,35.58694444,-106.0101667,TRUE
St. Catherine Indian School,St. Catherine Indian School,NM,236,1887 - 2006,Catholic,"Navajo, Navaho, Dine; Pueblo; Pueblo of Nambe, Nambe O-Ween-Ge; Pueblo of Tesuque, TET-SUGEH; Quechan, Yuma",0,0,,,"St. Catharine's; St. Catherine's Mission Boarding School; St. Catherine Industrial School;
Santa Fe Boarding School",35.69555556,-105.9463611,TRUE
Canoncito Boarding School,Canoncito Boarding School,NM,238,1935 - Open,,"Navajo, Navaho, Dine",0,0,,,Canoncito School; TóHajiilee Community School*,35.099718,-107.112027,TRUE
Indian Pueblo Training School,Indian Pueblo Training School,NM,239,1881 - 1884,Presbyterian Board of Home Missions,Pueblo,0,0,,,Pueblo Industrial School; Albuquerque Boarding School for Pueblos,35.10988889,-106.6701667,FALSE
Pueblo Pintado Boarding School,Pueblo Pintado Boarding School,NM,240,1935 - Open,,"Navajo, Navaho, Dine",0,0,,,Pueblo Pintado School; Pueblo Pintado Day School; Pueblo Pintado Community School*,35.966406,-107.657993,TRUE
Sisters of Loretto School,Sisters of Loretto School,NM,241,1885 - 1937,Catholic,"Keres, Queres Pueblo; Pueblo of Laguna, Ka'waika; Ysleta del Sur Pueblo, Tigua",0,0,,,"Bernalillo Boys' Boarding School; Bernalillo Girls' Boarding School; Sisters of Loretta;
Loretto Indian School; Bernalillo Boarding School; Sisters of Loretto School at Bernalillo",35.315401,-106.546654,TRUE
White Horse Lake Boarding School,White Horse Lake Boarding School,NM,242,1935 - 1970,,"Navajo, Navaho, Dine",0,0,,,White Horse; Whitehorse Lake,35.810681,-107.748504,PARTIAL
Alamo Navajo School,Alamo Navajo School,NM,243,,,"Navajo, Navaho, Dine",0,0,,,Alamo Boarding School; Alamo Navajo Day School; Alamo Navajo Community School*,34.43181,-107.51008,TRUE
Laguna Sanatorium,Laguna Sanatorium,NM,245,1911 - 1933,,"Apache; Crow, Absaroka; Hopi, Moqui Pueblo; Navajo, Navaho, Dine; Pawnee; Pueblo of Jemez, Walatowa; Pueblo of Laguna, Ka'waika; Pueblo of Santa Clara, Kah'p'oo Owinge; Pueblo of Zuni, Ashiwi; Ute; Ute Indian Tribe of the Uintah and Ouray",0,0,,,,35.03419444,-107.3921389,FALSE
Seneca Mission and School,Seneca Mission and School,NY,248,1818 - 1845,American Board of Commissioners for Foreign Missions (ABCFM); Baptist General Convention,New York Indian,0,0,,,Buffalo Creek School; Buffalo Creek Mission,42.8546003,-78.80407624,TRUE
Tonawanda Mission School,Tonawanda Mission School,NY,250,1827 - 1845,American Board of Commissioners for Foreign Missions (ABCFM); Baptist General Convention,New York Indian; Seneca,0,0,,,,43.00655556,-78.90744444,FALSE
Judson College,Judson College,NC,252,1860 - 1886,Baptist,"Eastern Cherokee, North Carolina",0,0,,,Western North Carolina Female College,35.31481364,-82.4665799,TRUE
Trinity College Industrial Indian Boarding School,Trinity College Industrial Indian Boarding School,NC,253,1880 1886,Methodist,"Eastern Cherokee, North Carolina",0,0,,,Trinity College; Duke University,35.89430101,-79.99119279,TRUE
Valley Towns Baptist Mission School,Valley Towns Baptist Mission School,NC,254,1827 1833,American Board of Commissioners for Foreign Missions (ABCFM); Baptist General Convention,Cherokee,0,0,,,Valley-towns Mission School,35.064989,-83.940803,TRUE
Fort Totten Indian School Grey Nuns Department,Fort Totten Indian School Grey Nuns Department,ND,256,1890 - 1930,Catholic,Chippewa; Cree; Sioux; Sisseton Wahpeton Oyate Sioux; Spirit Lake Sioux; Turtle Mountain Band of Chippewa; White Earth Band Chippewa,0,0,,,Grey Nun's School,47.9774617,-98.99456119,TRUE
Maddock Agricultural and Training School,Maddock Agricultural and Training School,ND,257,1914 - Open,,Chippewa; Sioux,0,0,,,Benson County Agricultural and Training School; Maddock Public School*,47.96457127,-99.52131016,TRUE
Fort Yates Government School,Fort Yates Government School,ND,262,1878 - 1882,Catholic,Standing Rock Sioux,0,0,,,"St. Peter Catholic Mission School; Fort Yates Industrial Boarding School; Girls School at Fort
Yates",46.09552137,-100.632629,FALSE
Fort Berthold Agency Boarding School,Fort Berthold Agency Boarding School,ND,266,1895 - 1953,,"Arikara, Arickaree, Arikaree; Chippewa; Gros Ventre, Aaniiih; Mandan, Mantannes, Mayadana; Sioux",0,0,,,"Fort Berthold Browning School; Fort Berthold Industrial School; Elbowoods Community
School; Elbowoods High School",47.5810952,-102.1525312,TRUE
Haloche Indian Mission School,Haloche Indian Mission School,OK,269,1906 - 1909,,Choctaw,0,0,1 onsite,,"Haloche Industrial Institute; Haloche Indian Mission School; The Industrial Institute for the
Deaf, Blind, and Orphans of the Colored Race; The Negro Institution at Taft",35.76675,-95.54366667,TRUE
Harrell International Institute,Harrell International Institute,OK,270,1881 - 1904,Methodist Episcopal,"Creek, Muscogee, Mvskoke",0,0,,,Spaulding Female College; Spaulding Institute,35.74717,-95.367134,TRUE
International School of Blind and Deaf,International School of Blind and Deaf,OK,271,1898 - 1908,,Cherokee; Choctaw,0,0,,,Lura A. Lowrey School for the Blind; Oklahoma School for the Blind,35.8034036,-95.2572201,TRUE
Murrow Orphan Home,Murrow Orphan Home,OK,272,1892 - 1909,,"Choctaw; Five Tribes, Five Civilized Tribes",0,0,,,Murrow Indian Orphanage; Atoka Baptist Academy,35.77893015,-95.33892548,TRUE
Nazareth Institute,Nazareth Institute,OK,273,1896 - 1932,Sisters of St. Joseph,"Creek, Muscogee, Mvskoke; Five Tribes, Five Civilized Tribes; Kalapuya, Calapuya",0,0,,,Nazareth College; Nazarath Institute and Academy for Girls,35.743786,-95.3735796,TRUE
Pecan Creek Mission School,Pecan Creek Mission School,OK,274,1898 - 1910,,"Creek Freedmen; Creek, Muscogee, Mvskoke",0,0,,,Pecan Creek Colored Boarding School,35.7483043,-95.4806888,TRUE
Presbyterian School for Indian Girls,Presbyterian School for Indian Girls,OK,275,1898 - 1907,Presbyterian; Presbyterian Mission Board,"Creek, Muscogee, Mvskoke",0,0,,,Henry Kendall College; Minerva Home,35.75072578,-95.38540437,TRUE
Cherokee Colored Boarding School,Cherokee Colored Boarding School,OK,276,1879 - 1910,,Cherokee; Cherokee Freedmen,0,0,,,Cherokee Colored High School,35.9644571,-95.0388249,APPROX
